0	0	{speed(255)}セーブしますか？\n　　　はい\n　　　いいえ{mend}\n
0	1	{speed(255)}セーブされていませんが\n本当に、よろしいですか？\n　　　いいえ\n　　　はい{mend}\n
0	2	{speed(42)}　かくして{SERGE%}という生命は、{wait(20)}\n　この世界に生まれ落ちることすら\n　許されぬこととなった。{wait(80)}\n　運命は、逆らう者には\n　容赦しない……{mend}\n
0	3	{speed(255)}ここはＮｏ.{num(0)}です\n　　　まっぷじゃんぷ\n　　　このまっぷ\n　　　じゃんぷまえ\n　　　さきへ\n　　　いっこまえ\n　　　各担当の部屋に行く\n　　　すぺしゃる\n　　　やめた{mend}\n
0	4	マップ番号{input(3)}0123456789000{mend}\n
0	5	マップパラメーター{input(2)}012345678900{mend}\n
0	6	{speed(255)}あんさん、\nこれより前はありまへんで{mend}\n
0	7	　　　{speed(255)}やめた\n　　　加藤さんちに行く\n　　　吉井さんちに行く\n　　　木越さんちに行く\n　　　打道さんちに行く\n　　　斉藤さんちに行く\n　　　宮川さんちに行く\n　　　千葉さんちに行く{mend}\n
0	8	　　　{speed(255)}全面ＲＧＢいじり\n　　　水中ＲＧＢいじり\n　　　キャラＲＧＢいじり\n　　　キャラｒｏｔいじり\n　　　スケールいじり\n　　　れくとせっと\n　　　もどる\n　　　やめた{mend}\n
0	9	　　　{speed(255)}変更開始\n　　　デフォルト\n　　　もどる\n　　　やめた{mend}\n
0	10	{speed(255)}モード：{num(3)}\n　　Ｒ：{num(0)}\n　　Ｇ：{num(1)}\n　　Ｂ：{num(2)}\n赤入力　{input(3)}0123456789000{mend}\n
0	11	{speed(255)}２５５までー{mend}\n
0	12	　　　{speed(255)}つぎ\n　　　赤入力もう一回{mend}\n
0	13	{speed(255)}モード：{num(3)}\n　　Ｒ：{num(0)}\n　　Ｇ：{num(1)}\n　　Ｂ：{num(2)}\n緑入力　{input(3)}0123456789000{mend}\n
0	14	{speed(255)}２５５までー{mend}\n
0	15	　　　{speed(255)}つぎ\n　　　緑入力もう一回{mend}\n
0	16	{speed(255)}モード：{num(3)}\n　　Ｒ：{num(0)}\n　　Ｇ：{num(1)}\n　　Ｂ：{num(2)}\n青入力　{input(3)}0123456789000{mend}\n
0	17	{speed(255)}２５５までー{mend}\n
0	18	　　　{speed(255)}つぎ\n　　　青入力もう一回{mend}\n
