0	0	{speed(255)}Vuoi salvare?\n　　　Sì\n　　　No{mend}
0	1	{speed(255)}I dati non sono stati salvati! Vuoi procedere comunque?\n　　　No\n　　　Sì{mend}
0	2	{speed(42)}E così, alla forma di vita chiamata {SERGE%}{wait(20)} non fu nemmeno concesso di nascere in questo mondo.{wait(80)} Il fato non perdona chi osa opporglisi...{mend}
0	3	{ERROR}
0	4	{ERROR}
0	5	{ERROR}
0	6	{ERROR}
0	7	{ERROR}
0	8	{ERROR}
0	9	{ERROR}
0	10	{ERROR}
0	11	{ERROR}
0	12	{ERROR}
0	13	{ERROR}
0	14	{ERROR}
0	15	{ERROR}
0	16	{ERROR}
0	17	{ERROR}
0	18	{ERROR}
0	19	{ERROR}
0	20	{ERROR}
0	21	{ERROR}
0	22	{ERROR}
0	23	{ERROR}
0	24	{ERROR}
0	25	{ERROR}
0	26	{ERROR}
0	27	{ERROR}
0	28	{ERROR}
0	29	{ERROR}
0	30	{ERROR}
0	31	{ERROR}
0	32	{ERROR}
0	33	{ERROR}
0	34	{ERROR}
0	35	{ERROR}
0	36	{ERROR}
0	37	{ERROR}
0	38	{ERROR}
0	39	{ERROR}
0	40	{ERROR}
0	41	{ERROR}
0	42	{ERROR}
0	43	{ERROR}
0	44	{ERROR}
0	45	{ERROR}
0	46	{ERROR}
0	47	{ERROR}
0	48	{ERROR}
0	49	{ERROR}
0	50	{ERROR}
0	51	{ERROR}
0	52	{ERROR}
1	0	{ERROR}
1	1	{ERROR}
1	2	{ERROR}
1	3	{ERROR}
1	4	{ERROR}
1	5	{ERROR}
1	6	{ERROR}
1	7	{ERROR}
1	8	{ERROR}
1	9	{ERROR}
1	10	{ERROR}
1	11	{ERROR}
1	12	{ERROR}
1	13	{ERROR}
1	14	{ERROR}
1	15	{ERROR}
1	16	{ERROR}
1	17	{ERROR}
1	18	{ERROR}
1	19	{ERROR}
1	20	{ERROR}
1	21	{ERROR}
1	22	{ERROR}
1	23	{ERROR}
1	24	{ERROR}
1	25	{ERROR}
1	26	{ERROR}
1	27	{ERROR}
1	28	{ERROR}
1	29	{ERROR}
1	30	{ERROR}
1	31	{ERROR}
1	32	{ERROR}
1	33	{ERROR}
1	34	{ERROR}
1	35	{ERROR}
1	36	{ERROR}
1	37	{ERROR}
1	38	{ERROR}
1	39	{ERROR}
1	40	{ERROR}
1	41	{ERROR}
1	42	{ERROR}
1	43	{ERROR}
1	44	{ERROR}
1	45	{ERROR}
1	46	{ERROR}
1	47	{ERROR}
1	48	{ERROR}
1	49	{ERROR}
8	0	{ERROR}
8	1	{ERROR}
8	2	{ERROR}
8	3	{ERROR}
8	4	{ERROR}
8	5	{ERROR}
8	6	{ERROR}
8	7	{ERROR}
8	8	{ERROR}
8	9	{ERROR}
8	10	{ERROR}
8	11	{ERROR}
8	12	{ERROR}
8	13	{ERROR}
8	14	{ERROR}
8	15	{ERROR}
8	16	{ERROR}
8	17	{ERROR}
8	18	{ERROR}
8	19	{ERROR}
8	20	{ERROR}
8	21	{ERROR}
8	22	{ERROR}
8	23	{ERROR}
8	24	{ERROR}
8	25	{ERROR}
8	26	{ERROR}
8	27	{ERROR}
8	28	{ERROR}
8	29	{ERROR}
8	30	{ERROR}
8	31	{ERROR}
8	32	{ERROR}
8	33	{ERROR}
8	34	{ERROR}
8	35	{ERROR}
8	36	{ERROR}
8	37	{ERROR}
8	38	{ERROR}
8	39	{ERROR}
8	40	{ERROR}
8	41	{ERROR}
8	42	{ERROR}
8	43	{ERROR}
8	44	{ERROR}
8	45	{ERROR}
8	46	{ERROR}
8	47	{ERROR}
8	48	{ERROR}
8	49	{ERROR}
9	0	{speed(255)}Vuoi salvare?\n　　　Sì\n　　　No{mend}
9	1	{speed(255)}I dati non sono stati salvati! Vuoi procedere comunque?\n　　　No\n　　　Sì{mend}
9	2	{speed(42)}E così, alla forma di vita chiamata {SERGE%}{wait(20)} non fu nemmeno concesso di nascere in questo mondo.{wait(80)} Il fato non perdona chi osa opporglisi...{mend}
9	3	{ERROR}
9	4	{ERROR}
9	5	{ERROR}
9	6	{ERROR}
9	7	{ERROR}
9	8	{ERROR}
9	9	{ERROR}
9	10	{ERROR}
9	11	{ERROR}
9	12	{ERROR}
9	13	{ERROR}
9	14	{ERROR}
9	15	{ERROR}
9	16	{ERROR}
9	17	{ERROR}
9	18	{ERROR}
9	19	{ERROR}
9	20	{ERROR}
9	21	{ERROR}
9	22	{ERROR}
9	23	{ERROR}
9	24	{ERROR}
9	25	{ERROR}
9	26	{ERROR}
9	27	{ERROR}
9	28	{ERROR}
9	29	{ERROR}
9	30	{ERROR}
9	31	{ERROR}
9	32	{ERROR}
9	33	{ERROR}
9	34	{ERROR}
9	35	{ERROR}
9	36	{ERROR}
9	37	{ERROR}
9	38	{ERROR}
9	39	{ERROR}
9	40	{ERROR}
9	41	{ERROR}
9	42	{ERROR}
9	43	{ERROR}
9	44	{ERROR}
9	45	{ERROR}
9	46	{ERROR}
9	47	{ERROR}
9	48	{ERROR}
9	49	{ERROR}
9	50	{ERROR}
9	51	{ERROR}
9	52	{ERROR}
10	0	{ERROR}
10	1	{ERROR}
10	2	{ERROR}
10	3	{ERROR}
10	4	{ERROR}
10	5	{ERROR}
10	6	{ERROR}
10	7	{ERROR}
10	8	{ERROR}
10	9	{ERROR}
10	10	{ERROR}
10	11	{ERROR}
10	12	{ERROR}
10	13	{ERROR}
10	14	{ERROR}
10	15	{ERROR}
10	16	{ERROR}
10	17	{ERROR}
10	18	{ERROR}
10	19	{ERROR}
10	20	{ERROR}
10	21	{ERROR}
10	22	{ERROR}
10	23	{ERROR}
10	24	{ERROR}
10	25	{ERROR}
10	26	{ERROR}
10	27	{ERROR}
10	28	{ERROR}
10	29	{ERROR}
10	30	{ERROR}
10	31	{ERROR}
10	32	{ERROR}
10	33	{ERROR}
10	34	{ERROR}
10	35	{ERROR}
10	36	{ERROR}
10	37	{ERROR}
10	38	{ERROR}
10	39	{ERROR}
10	40	{ERROR}
10	41	{ERROR}
10	42	{ERROR}
10	43	{ERROR}
10	44	{ERROR}
10	45	{ERROR}
10	46	{ERROR}
10	47	{ERROR}
10	48	{ERROR}
10	49	{ERROR}
10	50	{ERROR}
10	51	{ERROR}
11	0	...!{wend(60)}
11	1	{ZOAH%}:\nBENVENUTO, RAGAZZO-FANTASMA!{wait(60)} SEI ABBASTANZA UOMO DA AFFRONTARMI?{wend(60)}
11	2	{ZOAH%}:\nHIIIYAAAH!!!{wend(30)}
11	3	{ERROR}
11	4	{ERROR}
11	5	{ERROR}
11	6	{ERROR}
11	7	{ERROR}
11	8	{ERROR}
11	9	{ERROR}
11	10	{ERROR}
11	11	{ERROR}
11	12	{ERROR}
11	13	{ERROR}
11	14	{ERROR}
11	15	{ERROR}
11	16	{ERROR}
11	17	{ERROR}
11	18	{ERROR}
11	19	{ERROR}
11	20	{ERROR}
11	21	{ERROR}
11	22	{ERROR}
11	23	{ERROR}
11	24	{ERROR}
11	25	{ERROR}
11	26	{ERROR}
11	27	{ERROR}
11	28	{ERROR}
11	29	{ERROR}
11	30	{ERROR}
11	31	{ERROR}
11	32	{ERROR}
11	33	{ERROR}
11	34	{ERROR}
11	35	{ERROR}
11	36	{ERROR}
11	37	{ERROR}
11	38	{ERROR}
11	39	{ERROR}
11	40	{ERROR}
11	41	{ERROR}
11	42	{ERROR}
11	43	{ERROR}
11	44	{ERROR}
11	45	{ERROR}
11	46	{ERROR}
11	47	{ERROR}
11	48	{ERROR}
11	49	{ERROR}
11	50	{ERROR}
11	51	{ERROR}
11	52	{ERROR}
11	53	{ERROR}
11	54	{ERROR}
12	0	{ERROR}
12	1	{ERROR}
12	2	{ERROR}
12	3	{ERROR}
12	4	{ERROR}
12	5	{ERROR}
12	6	{ERROR}
12	7	{ERROR}
12	8	{ERROR}
12	9	{ERROR}
12	10	{ERROR}
12	11	{ERROR}
12	12	{ERROR}
12	13	{ERROR}
12	14	{ERROR}
12	15	{ERROR}
12	16	{ERROR}
12	17	{ERROR}
12	18	{ERROR}
12	19	{ERROR}
12	20	{ERROR}
12	21	{ERROR}
12	22	{ERROR}
12	23	{ERROR}
12	24	{ERROR}
12	25	{ERROR}
12	26	{ERROR}
12	27	{ERROR}
12	28	{ERROR}
12	29	{ERROR}
12	30	{ERROR}
12	31	{ERROR}
12	32	{ERROR}
12	33	{ERROR}
12	34	{ERROR}
12	35	{ERROR}
12	36	{ERROR}
12	37	{ERROR}
12	38	{ERROR}
12	39	{ERROR}
12	40	{ERROR}
12	41	{ERROR}
12	42	{ERROR}
12	43	{ERROR}
12	44	{ERROR}
12	45	{ERROR}
12	46	{ERROR}
12	47	{ERROR}
12	48	{ERROR}
12	49	{ERROR}
12	50	{ERROR}
12	51	{ERROR}
13	0	{HARLEY%}:\n{SERGE%}, mon ami! Il tuo monde degli umani sta pour finire!{wend(120)}
13	1	{HARLEY%}:\nIn quel momento, sci sarà solo ostilità tra toi e il monde intero!{wend(120)}
13	2	{HARLEY%}:\nNon è scerto un'ipotesi o una prophétie!{wait(40)} È Storia!{wend(120)}
13	3	{ERROR}
13	4	{ERROR}
13	5	{ERROR}
13	6	{ERROR}
13	7	{ERROR}
13	8	{ERROR}
13	9	{ERROR}
13	10	{ERROR}
13	11	{ERROR}
13	12	{ERROR}
13	13	{ERROR}
13	14	{ERROR}
13	15	{ERROR}
13	16	{ERROR}
13	17	{ERROR}
13	18	{ERROR}
13	19	{ERROR}
13	20	{ERROR}
13	21	{ERROR}
13	22	{ERROR}
13	23	{ERROR}
13	24	{ERROR}
13	25	{ERROR}
13	26	{ERROR}
13	27	{ERROR}
13	28	{ERROR}
13	29	{ERROR}
13	30	{ERROR}
13	31	{ERROR}
13	32	{ERROR}
13	33	{ERROR}
13	34	{ERROR}
13	35	{ERROR}
13	36	{ERROR}
13	37	{ERROR}
13	38	{ERROR}
13	39	{ERROR}
13	40	{ERROR}
13	41	{ERROR}
13	42	{ERROR}
13	43	{ERROR}
13	44	{ERROR}
13	45	{ERROR}
13	46	{ERROR}
13	47	{ERROR}
13	48	{ERROR}
13	49	{ERROR}
13	50	{ERROR}
13	51	{ERROR}
13	52	{ERROR}
13	53	{ERROR}
13	54	{ERROR}
14	0	{ERROR}
14	1	{ERROR}
14	2	{ERROR}
14	3	{ERROR}
14	4	{ERROR}
14	5	{ERROR}
14	6	{ERROR}
14	7	{ERROR}
14	8	{ERROR}
14	9	{ERROR}
14	10	{ERROR}
14	11	{ERROR}
14	12	{ERROR}
14	13	{ERROR}
14	14	{ERROR}
14	15	{ERROR}
14	16	{ERROR}
14	17	{ERROR}
14	18	{ERROR}
14	19	{ERROR}
14	20	{ERROR}
14	21	{ERROR}
14	22	{ERROR}
14	23	{ERROR}
14	24	{ERROR}
14	25	{ERROR}
14	26	{ERROR}
14	27	{ERROR}
14	28	{ERROR}
14	29	{ERROR}
14	30	{ERROR}
14	31	{ERROR}
14	32	{ERROR}
14	33	{ERROR}
14	34	{ERROR}
14	35	{ERROR}
14	36	{ERROR}
14	37	{ERROR}
14	38	{ERROR}
14	39	{ERROR}
14	40	{ERROR}
14	41	{ERROR}
14	42	{ERROR}
14	43	{ERROR}
14	44	{ERROR}
14	45	{ERROR}
14	46	{ERROR}
14	47	{ERROR}
14	48	{ERROR}
14	49	{ERROR}
14	50	{ERROR}
14	51	{ERROR}
15	0	Nano capo:\nVoi, profanatori di foreste...!{wait(15)} Parassiti umani!{bpage}Preparatevi ad affrontare quello che meritate... l'ira della natura!{wait(15)} Ehi-ho!{bpage}Oh, grande Idra!{wait(15)} Ascolta la mia voce!{wait(15)} Scatenati contro questi miserabili umani...{bpage}Insegna loro come la foresta... no,{wait(5)} l'intero pianeta...{wait(5)} è afflitto dalla loro esistenza!{bpage}{speed(128)}Ehi-ho, Idra, forza!{bwait}{fset(3)}{fwait(1)}{wend(1)}
15	1	Nano capo:\nCosa intendete farne voi umani del nostro pianeta madre?{bpage}Noncuranti del futuro...{wait(5)} tagliate alberi come se non ci fosse un domani!{bpage}Bruciate le foreste per rendere le vostre città ancora più grandi!{wait(5)} E tutto questo a che scopo?{mend}
15	2	Nano capo:\nPensate di essere gli unici abitanti del pianeta?!{bpage}Avete almeno la vaga idea di quello che succede alle altre forme di vita, a parte voi stessi? Ehi-ho?! Ehi-ho?!{mend}
